#Table: III/159A/catalog.dat (cdsarc.u-strasbg.fr)
#---------------------------------------------------------------------------------------------------------------------------------------------------------------
#          |    |      |      |      |      |      |        |        |          |          |                   |                 |r|      |      |       |
#          |    |      |      |      |      |      |        |        |          |          |                   |                 |P|      |      |       |
#          |    |      |      |      |     e|      |        |        |          |          |                   |                 |o|      |      |       |
#Star      |Nobs|  Smin|  Smax| Smean|_Smean|   sdS|    Wmin|   Wmean|Date1     |Date2     |SName              |   RAdeg    DEdeg|s|  Bmag|  Vmag|   ASCC|   HIP
#----------|----|------|------|------|------|------|--------|--------|----------|----------|-------------------|-----------------|-|------|------|-------|------
HD 219834 |   6|0.1540|0.1781|0.1650|0.0092|  5.57|  8397.7| 15242.7|17/ 7/1978|12/11/1978|HD 219834          |349.7771 -13.4584|A| 5.966| 5.185|1426957|115126
HD 219834 |   9|0.1532|0.1679|0.1590|0.0050|  3.12|  3909.8|  8706.8|27/ 6/1979|22/11/1979|HD 219834          |349.7771 -13.4584|A| 5.966| 5.185|1426957|115126
HD 219834 | 183|0.1435|0.1634|0.1543|0.0040|  2.58|  1493.6|  3218.6|21/ 6/1980|23/11/1980|HD 219834          |349.7771 -13.4584|A| 5.966| 5.185|1426957|115126
HD 219834 | 156|0.1390|0.1666|0.1557|0.0053|  3.40|  1916.0|  2934.7|11/ 7/1981|24/10/1981|HD 219834          |349.7771 -13.4584|A| 5.966| 5.185|1426957|115126
HD 219834 | 129|0.1440|0.1807|0.1609|0.0080|  4.99|  1228.9|  2749.9|25/ 6/1982| 7/12/1982|HD 219834          |349.7771 -13.4584|A| 5.966| 5.185|1426957|115126
HD 219835 |   4|0.2031|0.2172|0.2083|0.0064|  3.06|     0.0|     0.0|21/ 8/1967|26/10/1967|HD 219835          |349.7621 -18.2101|A|10.475|10.249|1519121|
HD 219835 |   7|0.1920|0.2119|0.2013|0.0059|  2.95|     0.0|     0.0| 9/ 8/1968|10/11/1968|HD 219835          |349.7621 -18.2101|A|10.475|10.249|1519121|
HD 219835 |   3|0.2179|0.2211|0.2192|0.0017|  0.78|     0.0|     0.0| 5/ 8/1969| 4/10/1969|HD 219835          |349.7621 -18.2101|A|10.475|10.249|1519121|
HD 219835 |   8|0.2287|0.2641|0.2387|0.0118|  4.95|     0.0|     0.0|10/ 7/1970|22/11/1970|HD 219835          |349.7621 -18.2101|A|10.475|10.249|1519121|
HD 219835 |  14|0.2364|0.2665|0.2508|0.0089|  3.54|     0.0|     0.0| 1/ 7/1971| 1/12/1971|HD 219835          |349.7621 -18.2101|A|10.475|10.249|1519121|
HD 219835 |  11|0.2270|0.2850|0.2485|0.0204|  8.23|     0.0|     0.0|25/ 8/1972|23/11/1972|HD 219835          |349.7621 -18.2101|A|10.475|10.249|1519121|
HD 219835 |  12|0.2165|0.2495|0.2338|0.0084|  3.59|     0.0|     0.0|21/ 7/1973| 6/10/1973|HD 219835          |349.7621 -18.2101|A|10.475|10.249|1519121|
HD 219835 |  14|0.2112|0.2374|0.2234|0.0073|  3.26|     0.0|     0.0|20/ 6/1974| 1/12/1974|HD 219835          |349.7621 -18.2101|A|10.475|10.249|1519121|
HD 219835 |  14|0.2094|0.2313|0.2221|0.0063|  2.83|     0.0|     0.0|20/ 7/1975|15/11/1975|HD 219835          |349.7621 -18.2101|A|10.475|10.249|1519121|
HD 219835 |   7|0.1991|0.2220|0.2090|0.0072|  3.44|     0.0|     0.0|14/ 7/1976| 1/12/1976|HD 219835          |349.7621 -18.2101|A|10.475|10.249|1519121|
HD 219835 |   4|0.2101|0.2187|0.2146|0.0044|  2.04|     0.0|     0.0|23/ 7/1977|27/ 7/1977|HD 219835          |349.7621 -18.2101|A|10.475|10.249|1519121|
HD 219835 |   5|0.1523|0.2613|0.2034|0.0399| 19.61|   880.2|  2660.9|17/ 7/1978|12/11/1978|HD 219835          |349.7621 -18.2101|A|10.475|10.249|1519121|
HD 219835 |   8|0.2069|0.2317|0.2143|0.0078|  3.64|  1622.7|  2336.8|27/ 6/1979|13/11/1979|HD 219835          |349.7621 -18.2101|A|10.475|10.249|1519121|
HD 219835 | 159|0.1613|0.2330|0.2015|0.0150|  7.43|   101.7|   497.4|21/ 6/1980|23/11/1980|HD 219835          |349.7621 -18.2101|A|10.475|10.249|1519121|
HD 219835 | 151|0.1709|0.2604|0.2103|0.0192|  9.12|   107.3|   278.3|11/ 7/1981|24/10/1981|HD 219835          |349.7621 -18.2101|A|10.475|10.249|1519121|
HD 219835 |  71|0.1764|0.2940|0.2266|0.0249| 10.99|   114.0|   371.0|25/ 6/1982| 6/12/1982|HD 219835          |349.7621 -18.2101|A|10.475|10.249|1519121|
HD 219916 |   1|0.1217|0.1217|0.1217|0.0000|  0.00|  5078.9|  5078.9|30/11/1979|30/11/1979|HD 219916          |349.6559 +68.1114|A| 5.701| 4.847|  99184|115088
HD 219945 |   3|0.1013|0.1094|0.1058|0.0041|  3.91|   847.2|   864.8| 2/ 8/1982| 2/ 8/1982|HD 219945          |349.8741 +48.6252|A| 6.461| 5.446| 368851|115152
HD 219953 |   2|0.1685|0.1860|0.1773|0.0124|  6.98|   294.3|   525.7|26/10/1979|24/11/1979|HD 219953          |349.9907 +28.8680|A| 9.672| 8.862| 737152|115194
HD 219962 |   3|0.0763|0.0838|0.0810|0.0041|  5.03|   231.4|   249.2| 2/ 8/1982| 2/ 8/1982|HD 219962          |349.9224 +48.3809|A| 7.406| 6.286| 368880|115171
HD 220117 |   1|0.1728|0.1728|0.1728|0.0000|  0.00|  8196.4|  8196.4|28/11/1979|28/11/1979|HD 220117          |350.2215 +38.1825|A| 6.240| 5.770| 545710|115280
HD 220182 |   2|0.4119|0.4971|0.4545|0.0602| 13.26|  1094.3|  1827.5|17/ 6/1978|28/ 9/1978|HD 220182          |350.4000 +44.0974|A| 8.160| 7.356| 450303|115331
HD 220321 |   3|0.1130|0.1152|0.1144|0.0012|  1.06|  1669.5|  1727.1|20/ 7/1982|20/ 7/1982|HD 220321          |350.7429 -20.1003|A| 5.051| 3.955|1615637|115438
HD 220657 |   1|0.2688|0.2688|0.2688|0.0000|  0.00| 17203.8| 17203.8|14/11/1979|14/11/1979|HD 220657          |351.3444 +23.4040|A| 5.038| 4.423| 827309|115623
HD 220657 |   3|0.2472|0.2566|0.2523|0.0048|  1.89|  8273.6|  8322.6|22/ 7/1982|22/ 7/1982|HD 220657          |351.3444 +23.4040|A| 5.038| 4.423| 827309|115623
HD 220704 |   3|0.1853|0.1958|0.1920|0.0058|  3.03|  1401.8|  1430.2|20/ 7/1982|20/ 7/1982|HD 220704          |351.5117 -20.6419|A| 5.906| 4.376|1615740|115669
HD 220952A|   3|0.1186|0.1272|0.1231|0.0043|  3.50|   298.6|   301.3|15/ 8/1982|15/ 8/1982|HD 220952          |351.9920 +23.5867|A| 8.794| 7.847| 827442|115829
HD 220954 |   1|0.1083|0.1083|0.1083|0.0000|  0.00|  9328.3|  9328.3| 1/12/1979| 1/12/1979|HD 220954          |351.9924 +06.3791|A| 5.342| 4.270|1091700|115830
HD 221115 |   1|0.1473|0.1473|0.1473|0.0000|  0.00|  8412.0|  8412.0|28/11/1979|28/11/1979|HD 221115          |352.2886 +12.7605|A| 5.478| 4.537| 998743|115919
HD 221148 |   1|0.1199|0.1199|0.1199|0.0000|  0.00|  3550.0|  3550.0| 1/12/1979| 1/12/1979|HD 221148          |352.3832 -04.5322|A| 7.385| 6.256|1262852|115953
HD 221170 |   3|0.1006|0.1099|0.1061|0.0049|  4.60|   129.2|   133.8|15/ 7/1982|15/ 7/1982|HD 221170          |352.3701 +30.4329|A| 8.716| 7.689| 645304|115949
HD 221345 |   3|0.0914|0.0984|0.0950|0.0035|  3.69|  1375.9|  1447.9|24/ 7/1982|24/ 7/1982|HD 221345          |352.8217 +39.2364|A| 6.250| 5.226| 546331|116076
HD 221639 |   3|0.1649|0.1858|0.1729|0.0113|  6.52|   268.7|   296.0| 3/ 8/1982| 3/ 8/1982|HD 221639          |353.3359 +60.4109|A| 8.104| 7.177| 152134|116251
HD 221670 |   3|0.1193|0.1370|0.1290|0.0090|  6.96|   123.6|   156.8| 3/ 8/1982| 3/ 8/1982|HD 221670          |353.3986 +60.4686|A| 8.321| 7.349| 152153|116278
HD 221673 |   6|0.1411|0.1584|0.1505|0.0072|  4.76|  1195.0|  1265.4|26/ 7/1982|11/ 8/1982|HD 221673          |353.4881 +31.3253|A| 6.403| 4.984| 645560|116310
HD 222093 |   3|0.0958|0.1030|0.0995|0.0036|  3.62|   935.9|   943.0|16/ 7/1982|16/ 7/1982|HD 222093          |354.4147 -13.0603|A| 6.659| 5.656|1427570|116591
HD 222107 |   1|1.2812|1.2812|1.2812|0.0000|  0.00| 30292.8| 30292.8|30/11/1979|30/11/1979|HD 222107          |354.3904 +46.4592|A| 4.843| 3.856| 370402|116584
HD 222107 |1334|0.8059|1.1525|0.9349|0.0478|  5.11|  1325.6| 15185.8| 4/ 7/1980| 4/ 1/1981|HD 222107          |354.3904 +46.4592|A| 4.843| 3.856| 370402|116584
HD 222317 |   2|0.3281|0.3492|0.3387|0.0149|  4.41|  7901.5| 12355.2|14/11/1979|15/11/1979|HD 222317          |354.8782 +28.2460|A| 7.700| 7.038| 738137|116740
HD 222368 |   1|0.1495|0.1495|0.1495|0.0000|  0.00|  9292.0|  9292.0|16/ 7/1978|16/ 7/1978|HD 222368          |354.9868 +05.6274|A| 4.651| 4.127|1092113|116771
HD 222368 |   2|0.1536|0.1597|0.1567|0.0043|  2.75| 18405.7| 18961.8|23/10/1979|24/11/1979|HD 222368          |354.9868 +05.6274|A| 4.651| 4.127|1092113|116771
HD 222368 |   3|0.1486|0.1505|0.1498|0.0010|  0.68|  8784.9|  8852.6|22/ 6/1981|22/ 6/1981|HD 222368          |354.9868 +05.6274|A| 4.651| 4.127|1092113|116771
HD 222404 |   1|0.1237|0.1237|0.1237|0.0000|  0.00| 19184.6| 19184.6| 1/12/1979| 1/12/1979|HD 222404          |354.8374 +77.6320|A| 4.253| 3.214|  65048|116727
HD 222451 |   1|0.1952|0.1952|0.1952|0.0000|  0.00|  8627.9|  8627.9|27/11/1979|27/11/1979|HD 222451          |355.1686 +36.7207|A| 6.656| 6.230| 546838|116824
HD 222493 |   1|0.1239|0.1239|0.1239|0.0000|  0.00|  4836.8|  4836.8|29/11/1979|29/11/1979|HD 222493          |355.2870 -11.6807|A| 6.875| 5.890|1427676|116853
HD 222574 |   1|0.2132|0.2132|0.2132|0.0000|  0.00|  5276.6|  5276.6|29/11/1979|29/11/1979|HD 222574          |355.4408 -17.8165|A| 5.626| 4.814|1519745|116901
HD 222603 |   3|0.1934|0.1954|0.1945|0.0010|  0.52|  9165.8|  9214.6|19/ 7/1982|19/ 7/1982|HD 222603          |355.5120 +01.7804|A| 4.713| 4.491|1184189|116928
HD 222842 |   2|0.1132|0.1158|0.1145|0.0018|  1.61|  4903.9|  7834.6|28/11/1979| 1/12/1979|HD 222842          |355.9977 +29.3616|A| 5.868| 4.932| 738340|117073
HD 223047 |   3|0.3818|0.3902|0.3850|0.0045|  1.18|  3519.7|  3546.8| 3/ 8/1982| 3/ 8/1982|HD 223047          |356.5085 +46.4203|A| 6.061| 4.971| 371076|117221
HD 223165 |   1|0.1014|0.1014|0.1014|0.0000|  0.00|  4679.5|  4679.5|30/11/1979|30/11/1979|HD 223165          |356.7641 +58.6519|A| 5.998| 4.870| 224263|117301
HD 223165 |   3|0.0950|0.0979|0.0964|0.0015|  1.51|  1392.1|  1449.1|11/ 8/1982|11/ 8/1982|HD 223165          |356.7641 +58.6519|A| 5.998| 4.870| 224263|117301
HD 223173 |   3|0.2743|0.2935|0.2810|0.0108|  3.85|   615.9|   638.8| 3/ 8/1982| 3/ 8/1982|HD 223173          |356.7580 +57.4514|A| 7.166| 5.527| 224262|117299
HD 223252 |   1|0.1117|0.1117|0.1117|0.0000|  0.00|  5694.5|  5694.5|29/11/1979|29/11/1979|HD 223252          |356.9854 -02.7616|A| 6.436| 5.494|1263522|117375
HD 223252 |   3|0.1018|0.1070|0.1042|0.0026|  2.53|  1069.1|  1103.4|31/ 7/1982|31/ 7/1982|HD 223252          |356.9854 -02.7616|A| 6.436| 5.494|1263522|117375
HD 223346 |   1|0.1922|0.1922|0.1922|0.0000|  0.00|  8642.9|  8642.9|27/11/1979|27/11/1979|HD 223346          |357.2057 +02.2145|A| 6.933| 6.457|1184477|117445
HD 223421 |   1|0.2442|0.2442|0.2442|0.0000|  0.00|  9482.6|  9482.6|26/11/1979|26/11/1979|HD 223421          |357.2995 +58.9632|A| 6.776| 6.353| 224476|117472
HD 223460 |   1|0.5546|0.5546|0.5546|0.0000|  0.00|  7316.8|  7316.8|14/11/1979|14/11/1979|HD 223460          |357.4207 +36.4254|A| 6.665| 5.867| 547383|117503
HD 223552 |   1|0.2809|0.2809|0.2809|0.0000|  0.00|  8949.7|  8949.7|26/11/1979|26/11/1979|HD 223552          |357.5922 +51.6217|A| 6.874| 6.469| 295501|117551
HD 223552 |   9|0.2551|0.2746|0.2651|0.0074|  2.78|  1588.2|  2206.0| 3/ 8/1982|11/ 8/1982|HD 223552          |357.5922 +51.6217|A| 6.874| 6.469| 295501|117551
HD 223719 |   3|0.2057|0.2179|0.2111|0.0062|  2.94|   469.9|   501.4|24/ 7/1982|24/ 7/1982|HD 223719          |357.9910 +02.9304|A| 7.151| 5.580|1184641|117683
HD 223731 |   1|0.2050|0.2050|0.2050|0.0000|  0.00|  8274.4|  8274.4|25/10/1978|25/10/1978|HD 223731          |357.9871 +77.5996|A| 6.993| 6.562|  65878|117681
HD 223731 |   1|0.2233|0.2233|0.2233|0.0000|  0.00|  9327.9|  9327.9|23/10/1979|23/10/1979|HD 223731          |357.9871 +77.5996|A| 6.993| 6.562|  65878|117681
HD 223768 |   3|0.2594|0.2690|0.2627|0.0055|  2.08|   895.1|   915.4|24/ 7/1982|24/ 7/1982|HD 223768          |358.1221 +19.1204|A| 6.659| 5.082| 912516|117718
HD 223774 |   3|0.1260|0.1296|0.1277|0.0018|  1.42|   509.6|   536.3|20/ 7/1982|20/ 7/1982|HD 223774          |358.1252 -14.2512|A| 7.120| 5.841|1428031|117722
HD 224085 |  47|1.5766|2.6242|2.2945|0.2967| 12.93|  1470.3|  1710.7|18/ 7/1982|15/ 8/1982|HD 224085          |358.7653 +28.6336|A| 8.521| 7.509| 738952|117915
HD 224427 |   3|0.2861|0.2947|0.2914|0.0046|  1.58|  1357.5|  1394.0|20/ 7/1982|20/ 7/1982|HD 224427          |359.4398 +25.1415|A| 6.230| 4.658| 739083|118131
HD 224481 |   3|0.1058|0.1073|0.1068|0.0009|  0.81|   601.3|   628.1|16/ 7/1982|16/ 7/1982|HD 224481          |359.5882 -15.8475|A| 7.371| 6.273|1520234|118178
HD 224533 |   1|0.1185|0.1185|0.1185|0.0000|  0.00|  8673.0|  8673.0|29/11/1979|29/11/1979|HD 224533          |359.6684 -03.5558|A| 5.813| 4.880|1263938|118209
HD 224617 |   6|0.2186|0.2210|0.2192|0.0009|  0.43|  8774.2|  8888.9|14/ 7/1982|11/ 8/1982|HD 224617          |359.8275 +06.8636|A| 4.454| 4.025|1092839|118268
HD 224618 |   1|0.1750|0.1750|0.1750|0.0000|  0.00|   575.0|   575.0|14/11/1978|14/11/1978|HD 224618          |359.8633 -16.9446|A| 9.696| 8.900|1520264|
HD 224635 |   1|0.2240|0.2240|0.2240|0.0000|  0.00|  2481.8|  2481.8|22/ 7/1977|22/ 7/1977|HD 224635          |359.8722 +33.7241|A| 6.929| 6.396| 647048|118281
HD 224636 |   1|0.2385|0.2385|0.2385|0.0000|  0.00|  2673.3|  2673.3|22/ 7/1977|22/ 7/1977|HD 224636          |359.8718 +33.7245|A| 7.216| 6.652| 647047|118281
HD 224784 |   1|0.1090|0.1090|0.1090|0.0000|  0.00|  2586.7|  2586.7|30/11/1979|30/11/1979|HD 224784          |000.1291 +59.5597|A| 7.206| 6.171| 154160|    43
HD 224930 |   7|0.1830|0.1901|0.1870|0.0027|  1.46|     0.0|     0.0| 2/ 8/1966|25/10/1966|HD 224930          |000.5402 +27.0845|A| 6.465| 5.774| 647200|   171
HD 224930 |   6|0.1730|0.1830|0.1788|0.0038|  2.10|     0.0|     0.0|20/ 7/1967| 8/12/1967|HD 224930          |000.5402 +27.0845|A| 6.465| 5.774| 647200|   171
HD 224930 |  12|0.1772|0.1889|0.1814|0.0033|  1.82|     0.0|     0.0| 8/ 7/1968| 7/11/1968|HD 224930          |000.5402 +27.0845|A| 6.465| 5.774| 647200|   171
HD 224930 |  16|0.1759|0.1908|0.1822|0.0038|  2.10|     0.0|     0.0| 2/ 7/1969|25/10/1969|HD 224930          |000.5402 +27.0845|A| 6.465| 5.774| 647200|   171
HD 224930 |  15|0.1701|0.1947|0.1801|0.0068|  3.77|     0.0|     0.0|23/ 6/1970|22/11/1970|HD 224930          |000.5402 +27.0845|A| 6.465| 5.774| 647200|   171
HD 224930 |  12|0.1678|0.1769|0.1729|0.0029|  1.65|     0.0|     0.0| 5/ 8/1971| 1/12/1971|HD 224930          |000.5402 +27.0845|A| 6.465| 5.774| 647200|   171
HD 224930 |  13|0.1685|0.1813|0.1739|0.0034|  1.95|     0.0|     0.0|25/ 8/1972|23/11/1972|HD 224930          |000.5402 +27.0845|A| 6.465| 5.774| 647200|   171
HD 224930 |  15|0.1690|0.1804|0.1749|0.0034|  1.96|     0.0|     0.0|21/ 7/1973|30/11/1973|HD 224930          |000.5402 +27.0845|A| 6.465| 5.774| 647200|   171
HD 224930 |  17|0.1619|0.1820|0.1735|0.0050|  2.86|     0.0|     0.0|20/ 6/1974| 1/12/1974|HD 224930          |000.5402 +27.0845|A| 6.465| 5.774| 647200|   171
HD 224930 |  17|0.1653|0.1811|0.1715|0.0043|  2.50|     0.0|     0.0|20/ 7/1975|17/12/1975|HD 224930          |000.5402 +27.0845|A| 6.465| 5.774| 647200|   171
HD 224930 |  12|0.1639|0.1735|0.1691|0.0032|  1.87|     0.0|     0.0|14/ 7/1976| 1/12/1976|HD 224930          |000.5402 +27.0845|A| 6.465| 5.774| 647200|   171
HD 224930 |  12|0.1645|0.1901|0.1789|0.0087|  4.89|  8381.3| 11690.1|22/ 7/1977| 5/12/1977|HD 224930          |000.5402 +27.0845|A| 6.465| 5.774| 647200|   171
HD 224930 |   5|0.1875|0.1968|0.1908|0.0037|  1.95|  8854.2| 15899.6|23/ 8/1978|12/11/1978|HD 224930          |000.5402 +27.0845|A| 6.465| 5.774| 647200|   171
HD 224930 |   8|0.1715|0.2025|0.1843|0.0091|  4.96|  4705.0| 10669.0|28/ 6/1979|23/11/1979|HD 224930          |000.5402 +27.0845|A| 6.465| 5.774| 647200|   171
HD 224930 | 181|0.1666|0.1906|0.1749|0.0042|  2.40|  1698.5|  3316.4| 3/ 7/1980|23/11/1980|HD 224930          |000.5402 +27.0845|A| 6.465| 5.774| 647200|   171
HD 224930 | 135|0.1642|0.1829|0.1730|0.0039|  2.25|  1963.2|  2931.1|17/ 7/1981|23/10/1981|HD 224930          |000.5402 +27.0845|A| 6.465| 5.774| 647200|   171
HD 224930 | 184|0.1613|0.1906|0.1781|0.0048|  2.72|   821.2|  2568.7| 2/ 7/1982|21/12/1982|HD 224930          |000.5402 +27.0845|A| 6.465| 5.774| 647200|   171
HD 224930 |   3|0.1742|0.1898|0.1812|0.0079|  4.37|  2228.6|  2319.0|24/ 5/1983|24/ 5/1983|HD 224930          |000.5402 +27.0845|A| 6.465| 5.774| 647200|   171
HD 224935 |   3|0.3178|0.3398|0.3266|0.0117|  3.57|  1533.3|  1540.8|20/ 7/1982|20/ 7/1982|HD 224935          |000.4900 -06.0140|A| 5.984| 4.402|1264067|   154
HD 225009 |   3|0.0970|0.1006|0.0984|0.0019|  1.94|   476.5|   484.9| 2/ 8/1982| 2/ 8/1982|HD 225009          |000.6503 +66.0990|A| 6.913| 5.839|  66443|   207
HD 225732 |   2|0.1619|0.1913|0.1766|0.0208| 11.77|   262.4|   423.8|17/ 6/1978| 1/ 9/1978|HD 225732          |296.6147 +33.7313|A| 9.753| 9.136| 616420|
HD 225732 |   1|0.2100|0.2100|0.2100|0.0000|  0.00|   850.0|   850.0|27/ 6/1979|27/ 6/1979|HD 225732          |296.6147 +33.7313|A| 9.753| 9.136| 616420|
HD 229590 |   1|0.9623|0.9623|0.9623|0.0000|  0.00|   276.3|   276.3|14/ 6/1978|14/ 6/1978|HD 229590          |282.2172 +17.4400|A|10.493| 9.194| 885603| 92311
HD 229590 |   1|1.1611|1.1611|1.1611|0.0000|  0.00|   913.1|   913.1|29/ 6/1979|29/ 6/1979|HD 229590          |282.2172 +17.4400|A|10.493| 9.194| 885603| 92311
HD 230017 |   1|0.9128|0.9128|0.9128|0.0000|  0.00|   216.1|   216.1|14/ 6/1978|14/ 6/1978|HD 230017          |283.7235 +10.9776|A|10.905| 9.462| 973841|
HD 232979 |   1|1.9090|1.9090|1.9090|0.0000|  0.00|  2506.4|  2506.4|15/11/1978|15/11/1978|HD 232979          |069.4193 +52.8948|A|10.046| 8.629| 244104| 21553
HD 237287 |   1|0.1715|0.1715|0.1715|0.0000|  0.00|  1105.9|  1105.9|15/11/1978|15/11/1978|HD 237287          |069.0235 +55.4130|A| 9.212| 8.320| 177031| 21433
HD 239960 |   1|1.1903|1.1903|1.1903|0.0000|  0.00|   809.6|   809.6|22/ 7/1977|22/ 7/1977|HD 239960          |337.0017 +57.6970|A|11.201| 9.617| 216264|110893
HD 239960 |   2|0.7554|1.3915|1.0734|0.4498| 41.90|   184.4|   208.6|17/ 7/1978|30/ 8/1978|HD 239960          |337.0017 +57.6970|A|11.201| 9.617| 216264|110893
HD 266611 |   2|1.6530|2.0289|1.8410|0.2658| 14.44|   287.2|   386.8|15/11/1979|24/11/1979|HD 266611          |104.2693 +30.7570|A|11.035| 9.680| 574523| 33428
HD 275122 |   3|1.1473|1.7108|1.4500|0.2841| 19.59|   354.3|   649.6|30/ 8/1978|25/10/1978|HD 275122          |049.5298 +38.2535|A|11.726|10.276| 466667| 15366
HD 283066 |   1|1.3001|1.3001|1.3001|0.0000|  0.00|  1116.4|  1116.4|15/11/1978|15/11/1978|HD 283066          |057.7626 +23.9038|A|11.364|10.231| 748432| 18018
HD 285968 |   1|1.2485|1.2485|1.2485|0.0000|  0.00|   535.5|   535.5|14/11/1978|14/11/1978|HD 285968          |070.7307 +18.9609|A|11.470| 9.953| 838914| 21932
HD 285968 |   1|1.3216|1.3216|1.3216|0.0000|  0.00|   450.2|   450.2|24/11/1979|24/11/1979|HD 285968          |070.7307 +18.9609|A|11.470| 9.953| 838914| 21932
N 752 110 |   3|0.2093|0.2806|0.2383|0.0375| 15.73|   124.7|   129.0| 5/ 8/1982| 5/ 8/1982|NGC 752 110        |029.2101 +38.0329|A| 9.746| 8.899| 460907|
N6633  70 |   3|0.3305|0.3629|0.3489|0.0166|  4.77|   606.1|   621.7| 8/ 8/1982| 8/ 8/1982|NGC 6633 70        |276.7712 +06.5373|A| 8.965| 8.202|1064029|
N6633  78 |   3|0.1118|0.1162|0.1146|0.0024|  2.10|   119.6|   141.0|20/ 7/1982|20/ 7/1982|NGC 6633 78        |276.8095 +07.0091|A| 8.758| 7.298|1064053|
N6633 100 |   3|0.1030|0.1114|0.1060|0.0047|  4.40|   145.1|   156.6|19/ 7/1982|19/ 7/1982|NGC 6633 100       |276.9781 +06.6001|A| 9.392| 8.301|1064184|
N6633 106 |   6|0.1680|0.3103|0.2329|0.0537| 23.08|   117.2|   231.2|19/ 7/1982|20/ 7/1982|NGC 6633 106       |277.0008 +06.9143|A| 9.717| 8.658|1064203|
N6633 119 |   4|0.1697|0.2402|0.1937|0.0316| 16.30|   129.7|   150.4|19/ 7/1982|20/ 7/1982|NGC 6633 119       |277.0735 +06.7667|A| 9.946| 8.946|1064262|
Ori  1037 |   1|0.2532|0.2532|0.2532|0.0000|  0.00|   157.2|   157.2|18/12/1979|18/12/1979|Parenago 1037      |083.2378 -04.5665|A| 7.640| 7.643|1198421| 26000
Ori  1158 |   1|0.3747|0.3747|0.3747|0.0000|  0.00|   183.8|   183.8|18/12/1979|18/12/1979|Parenago 1158      |083.3394 -05.4721|A|11.548|10.953|1277242|
Ori  1199 |   1|0.3651|0.3651|0.3651|0.0000|  0.00|   209.7|   209.7|18/12/1979|18/12/1979|Parenago 1199      |083.3729 -05.7571|A|11.389|10.696|1277250|
Ori  1241 |   1|0.4074|0.4074|0.4074|0.0000|  0.00|   359.5|   359.5|18/12/1979|18/12/1979|Parenago 1241      |083.4216 -05.0139|A|11.116|10.374|1277260|
Ori  1322 |   1|0.9020|0.9020|0.9020|0.0000|  0.00|   129.0|   129.0|18/12/1979|18/12/1979|Parenago 1322      |083.5074 -04.7451|U|      |      |       |
Ori  1357 |   1|0.2981|0.2981|0.2981|0.0000|  0.00|   103.9|   103.9|19/12/1979|19/12/1979|Parenago 1357      |083.5434 -04.3290|U|      |      |       |
Ori  1361 |   1|0.4089|0.4089|0.4089|0.0000|  0.00|   110.8|   110.8|18/12/1979|18/12/1979|Parenago 1361      |083.5368 -05.1720|A|12.034|11.212|1277290|
Ori  1394 |   1|0.2635|0.2635|0.2635|0.0000|  0.00|   388.0|   388.0|19/12/1979|19/12/1979|Parenago 1394      |083.5590 -05.6150|A|10.709|10.186|1277294|
Ori  1404 |   1|1.9457|1.9457|1.9457|0.0000|  0.00|  1040.5|  1040.5|19/12/1979|19/12/1979|Parenago 1404      |083.5686 -05.6127|A|11.299|11.216|1277298|
Ori  1414 |   1|0.4116|0.4116|0.4116|0.0000|  0.00|   104.2|   104.2|30/11/1977|30/11/1977|Parenago 1414      |083.5891 -04.3108|U|      |      |       |
Ori  1414 |   1|0.4240|0.4240|0.4240|0.0000|  0.00|   173.6|   173.6|19/12/1979|19/12/1979|Parenago 1414      |083.5891 -04.3108|U|      |      |       |
Ori  1457 |   1|0.2017|0.2017|0.2017|0.0000|  0.00|   480.1|   480.1| 2/ 2/1978| 2/ 2/1978|Parenago 1457      |083.6172 -04.5556|A|10.144| 9.606|1198534|
Ori  1491 |   1|0.5353|0.5353|0.5353|0.0000|  0.00|  2761.6|  2761.6| 2/ 2/1978| 2/ 2/1978|Parenago 1491      |083.6351 -04.4874|A| 7.430| 7.534|1198540|
Ori  1608 |   1|1.6070|1.6070|1.6070|0.0000|  0.00|   280.5|   280.5| 6/ 6/1978| 6/ 6/1978|Parenago 1608      |083.6823 -05.9912|A|10.163|10.341|1277326|
Ori  1626 |   1|0.5839|0.5839|0.5839|0.0000|  0.00|   281.9|   281.9|19/12/1979|19/12/1979|Parenago 1626      |083.7013 -05.8665|U|      |      |       |
Ori  1795 |   1|0.5646|0.5646|0.5646|0.0000|  0.00|   417.7|   417.7| 2/ 2/1978| 2/ 2/1978|Parenago 1795      |083.8051 -04.5947|A| 8.962| 8.951|1198601|
Ori  1876 |   6|0.1812|0.1946|0.1891|0.0062|  3.29|  3660.4|  3715.6|21/ 8/1980|21/ 8/1980|Parenago 1876      |083.8112 -05.6530|U|      |      |       |
Ori  1932 |   1|0.6260|0.6260|0.6260|0.0000|  0.00|  4429.8|  4429.8| 2/ 2/1978| 2/ 2/1978|Parenago 1932      |083.8430 -04.4243|A| 6.103| 6.248|1198620| 26234
Ori  1933 |   1|0.6433|0.6433|0.6433|0.0000|  0.00|  1788.2|  1788.2| 2/ 2/1978| 2/ 2/1978|Parenago 1933      |083.8411 -04.4942|A| 6.418| 6.556|1198618| 26233
Ori  2079 |   3|0.2294|0.2357|0.2316|0.0036|  1.53|  3693.7|  3751.0|21/ 8/1980|21/ 8/1980|Parenago 2079      |083.8760 -05.8547|M|      |      |       |
